FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14462519,14462519,POINT (16.31487418032725 48.08682147704733),Wiener Neudorf Bahnhof,Wiener Neudorf Bahnhof,"206,214,215,216,217,329",,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Bahnhof&start=1,
OEFFHALTESTOGD.14462520,14462520,POINT (16.330370077963725 48.082464771788),Wiener Neudorf Weidenweg,Wiener Neudorf Weidenweg,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Weidenweg&start=1,
OEFFHALTESTOGD.14462521,14462521,POINT (16.31835068128676 48.08806367541218),Wiener Neudorf Europaplatz,Wiener Neudorf Europaplatz,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Europaplatz&start=1,
OEFFHALTESTOGD.14462522,14462522,POINT (16.306879180341536 48.086983479682935),Wiener Neudorf Ferdinandsgasse,Wiener Neudorf Ferdinandsgasse,"2,215,216,217,303",,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Ferdinandsgasse&start=1,
OEFFHALTESTOGD.14462523,14462523,POINT (16.306838911977035 48.08698346942317),Wiener Neudorf Ferdinandsgasse,Wiener Neudorf Ferdinandsgasse,"2,215,216,217,303",,2,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Ferdinandsgasse&start=1,
OEFFHALTESTOGD.14462524,14462524,POINT (16.307400180621116 48.08703157930767),Wiener Neudorf Ferdinandsgasse,Wiener Neudorf Ferdinandsgasse,"214,215,216,217,303,329",,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Ferdinandsgasse&start=1,
OEFFHALTESTOGD.14462525,14462525,POINT (16.310454481242243 48.08757157887091),Wiener Neudorf Reisenbauer-Ring SÃ¼d,Wiener Neudorf Reisenbauer-Ring SÃ¼d,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Reisenbauer-Ring%20SÃ¼d&start=1,
OEFFHALTESTOGD.14462526,14462526,POINT (16.310616180725933 48.08757157892268),Wiener Neudorf Reisenbauer-Ring SÃ¼d,Wiener Neudorf Reisenbauer-Ring SÃ¼d,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Reisenbauer-Ring%20SÃ¼d&start=1,
OEFFHALTESTOGD.14462527,14462527,POINT (16.32479157944465 48.08447517359782),Wiener Neudorf SchlossmÃ¼hlplatz,Wiener Neudorf SchlossmÃ¼hlplatz,"206,215,216,217,329",,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20SchlossmÃ¼hlplatz&start=1,
OEFFHALTESTOGD.14462528,14462528,POINT (16.324144779553535 48.084841174046986),Wiener Neudorf SchlossmÃ¼hlplatz,Wiener Neudorf SchlossmÃ¼hlplatz,"206,214,215,216,217,329",,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20SchlossmÃ¼hlplatz&start=1,
OEFFHALTESTOGD.14462529,14462529,POINT (16.32425258164771 48.08823167338808),Wiener Neudorf Wiesengasse,Wiener Neudorf Wiesengasse,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Wiesengasse&start=1,
OEFFHALTESTOGD.14462530,14462530,POINT (16.30962798348088 48.090883878857284),Maria Enzersdorf SteinfeldstraÃŸe,Maria Enzersdorf SteinfeldstraÃŸe,"269,270",,3,https://anachb.vor.at?P=SQ&input=Maria%20Enzersdorf%20SteinfeldstraÃŸe&start=1,
OEFFHALTESTOGD.14462531,14462531,POINT (16.309762783808058 48.09111787868372),Maria Enzersdorf SteinfeldstraÃŸe,Maria Enzersdorf SteinfeldstraÃŸe,"269,270",,3,https://anachb.vor.at?P=SQ&input=Maria%20Enzersdorf%20SteinfeldstraÃŸe&start=1,
OEFFHALTESTOGD.14462532,14462532,POINT (16.31249831271994 48.08703156929536),Wiener Neudorf BahnstraÃŸe,Wiener Neudorf BahnstraÃŸe,2,,2,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20BahnstraÃŸe&start=1,
OEFFHALTESTOGD.14462533,14462533,POINT (16.171476312257745 48.38098612743642),UnterzÃ¶gersdorf Heinrich-Jarosch-Str.,UnterzÃ¶gersdorf Heinrich-Jarosch-Str.,825,,3,https://anachb.vor.at?P=SQ&input=UnterzÃ¶gersdorf%20Heinrich-Jarosch-StraÃŸe&start=1,
OEFFHALTESTOGD.14462534,14462534,POINT (16.171467311403205 48.38111142776507),UnterzÃ¶gersdorf Heinrich-Jarosch-Str.,UnterzÃ¶gersdorf Heinrich-Jarosch-Str.,825,,3,https://anachb.vor.at?P=SQ&input=UnterzÃ¶gersdorf%20Heinrich-Jarosch-StraÃŸe&start=1,
OEFFHALTESTOGD.14462535,14462535,POINT (16.25088711943559 48.008637999719795),Baden BraunstraÃŸe,Baden BraunstraÃŸe,308,,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20BraunstraÃŸe&start=1,
OEFFHALTESTOGD.14462536,14462536,POINT (16.221844617349472 48.005939509399894),Baden Doblhoffgasse,Baden Doblhoffgasse,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Doblhoffgasse&start=1,
OEFFHALTESTOGD.14462537,14462537,POINT (16.221835618134303 48.006071709980276),Baden Doblhoffgasse,Baden Doblhoffgasse,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Doblhoffgasse&start=1,
OEFFHALTESTOGD.14462538,14462538,POINT (16.230477413876777 48.00129940637363),Baden ElisabethstraÃŸe,Baden ElisabethstraÃŸe,"301,303,315",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20ElisabethstraÃŸe&start=1,
OEFFHALTESTOGD.14462539,14462539,POINT (16.230773814526653 48.001768306260516),Baden ElisabethstraÃŸe,Baden ElisabethstraÃŸe,"301,303,315",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20ElisabethstraÃŸe&start=1,
OEFFHALTESTOGD.14462540,14462540,POINT (16.21645471783819 48.00610181100729),Baden HildegardbrÃ¼cke,Baden HildegardbrÃ¼cke,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20HildegardbrÃ¼cke&start=1,
OEFFHALTESTOGD.14462541,14462541,POINT (16.216427717383144 48.00600561135178),Baden HildegardbrÃ¼cke,Baden HildegardbrÃ¼cke,"306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20HildegardbrÃ¼cke&start=1,
OEFFHALTESTOGD.14462542,14462542,POINT (16.250473921801944 48.01229189931021),Baden Goethegasse,Baden Goethegasse,"301,302,303,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Goethegasse&start=1,
OEFFHALTESTOGD.14462543,14462543,POINT (16.250393022159766 48.012382099811404),Baden Goethegasse,Baden Goethegasse,"301,302,303,308,C",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Goethegasse&start=1,
OEFFHALTESTOGD.14462544,14462544,POINT (16.25035281194972 48.012382069791165),Baden Goethegasse,Baden Goethegasse,"301,302,303,308,C",,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Goethegasse&start=1,
OEFFHALTESTOGD.14462545,14462545,POINT (16.231802612100058 48.00782066933049),Baden Brusattiplatz,Baden Brusattiplatz,"B,C",,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Brusattiplatz&start=1,
OEFFHALTESTOGD.14462546,14462546,POINT (16.231811612538678 48.00801296921071),Baden Brusattiplatz,Baden Brusattiplatz,"B,C",,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Brusattiplatz&start=1,
OEFFHALTESTOGD.14462547,14462547,POINT (16.1973385248034 48.01562111823842),Baden Jammerpepi,Baden Jammerpepi,"306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Jammerpepi&start=1,
OEFFHALTESTOGD.14462548,14462548,POINT (16.198398524557238 48.015026217698185),Baden Jammerpepi,Baden Jammerpepi,"306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Jammerpepi&start=1,
OEFFHALTESTOGD.14462549,14462549,POINT (16.230037218544442 48.0068711065058),Baden Johannesbad,Baden Johannesbad,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Johannesbad&start=1,
OEFFHALTESTOGD.14462550,14462550,POINT (16.230315718078696 48.00650450616412),Baden Johannesbad,Baden Johannesbad,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Johannesbad&start=1,
OEFFHALTESTOGD.14462551,14462551,POINT (16.233432817335512 48.005819305298274),Baden Josefsplatz,Baden Josefsplatz,"108,301,302,306,308,315,320",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josefsplatz&start=1,
OEFFHALTESTOGD.14462552,14462552,POINT (16.23296571748827 48.00590950563757),Baden Josefsplatz,Baden Josefsplatz,"301,308,315",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josefsplatz&start=1,
OEFFHALTESTOGD.14462553,14462553,POINT (16.233756216892928 48.00562700541865),Baden Josefsplatz,Baden Josefsplatz,"303,A,B,C",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josefsplatz&start=1,
OEFFHALTESTOGD.14462554,14462554,POINT (16.233716011952446 48.005626969578884),Baden Josefsplatz,Baden Josefsplatz,"303,A,B,C",,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josefsplatz&start=1,
OEFFHALTESTOGD.14462555,14462555,POINT (16.233127417963903 48.00584940572719),Baden Josefsplatz,Baden Josefsplatz,"302,306",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josefsplatz&start=1,
OEFFHALTESTOGD.14462556,14462556,POINT (16.23343281727004 48.00569310524734),Baden Josefsplatz,Baden Josefsplatz,"108,303,310,320",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josefsplatz&start=1,
OEFFHALTESTOGD.14462557,14462557,POINT (16.233608211944574 48.00558486908412),Baden Josefsplatz,Baden Josefsplatz,"B,C",,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josefsplatz&start=1,
OEFFHALTESTOGD.14462558,14462558,POINT (16.251866213369226 48.00068029892789),Baden Rathgasse,Baden Rathgasse,308,,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Rathgasse&start=1,
OEFFHALTESTOGD.14462559,14462559,POINT (16.22621931892092 48.00700930799797),Baden Pelzgasse,Baden Pelzgasse,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Pelzgasse&start=1,
OEFFHALTESTOGD.14462560,14462560,POINT (16.226237318268865 48.00692520775617),Baden Pelzgasse,Baden Pelzgasse,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Pelzgasse&start=1,
OEFFHALTESTOGD.14462561,14462561,POINT (16.209133420071144 48.00940131355608),Baden HelenenstraÃŸe 53,Baden HelenenstraÃŸe 53,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20HelenenstraÃŸe%2053&start=1,
OEFFHALTESTOGD.14462562,14462562,POINT (16.21013951972064 48.0091789132312),Baden HelenenstraÃŸe 53,Baden HelenenstraÃŸe 53,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20HelenenstraÃŸe%2053&start=1,
OEFFHALTESTOGD.14462563,14462563,POINT (16.204327420861357 48.01086161546999),Baden Rauhenstein,Baden Rauhenstein,"303,306,308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Rauhenstein&start=1,
OEFFHALTESTOGD.14462564,14462564,POINT (16.25132731604501 48.004527099577075),Baden HTL/LBS,Baden HTL/LBS,308,,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20HTL/LBS&start=1,
OEFFHALTESTOGD.14462565,14462565,POINT (16.251273416985825 48.0050319994301),Baden HTL/LBS,Baden HTL/LBS,308,,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20HTL/LBS&start=1,
OEFFHALTESTOGD.14462566,14462566,POINT (16.491420295772 48.36083951475861),Eibesbrunn GroÃŸebersdorfer Str.,Eibesbrunn GroÃŸebersdorfer Str.,501,,3,https://anachb.vor.at?P=SQ&input=Eibesbrunn%20GroÃŸebersdorfer%20Str.&start=1,
OEFFHALTESTOGD.14462567,14462567,POINT (16.490557895910914 48.36097081585384),Eibesbrunn GroÃŸebersdorfer Str.,Eibesbrunn GroÃŸebersdorfer Str.,501,,3,https://anachb.vor.at?P=SQ&input=Eibesbrunn%20GroÃŸebersdorfer%20Str.&start=1,
OEFFHALTESTOGD.14462568,14462568,POINT (16.49144719537783 48.360391914720125),Eibesbrunn Wiener StraÃŸe,Eibesbrunn Wiener StraÃŸe,"500,502,505",,3,https://anachb.vor.at?P=SQ&input=Eibesbrunn%20Wiener%20StraÃŸe&start=1,
OEFFHALTESTOGD.14462569,14462569,POINT (16.608389674104636 48.07865367460718),Enzersdorf/Fischa Kellergasse,Enzersdorf/Fischa Kellergasse,"222,272",,3,https://anachb.vor.at?P=SQ&input=Enzersdorf/Fischa%20Kellergasse&start=1,
OEFFHALTESTOGD.14462570,14462570,POINT (16.608254974348718 48.078761673844255),Enzersdorf/Fischa Kellergasse,Enzersdorf/Fischa Kellergasse,"222,272",,3,https://anachb.vor.at?P=SQ&input=Enzersdorf/Fischa%20Kellergasse&start=1,
OEFFHALTESTOGD.14462571,14462571,POINT (16.605568978415263 48.083556875590276),Enzersdorf/Fischa Volksschule,Enzersdorf/Fischa Volksschule,"221,222,248,272",,3,https://anachb.vor.at?P=SQ&input=Enzersdorf/Fischa%20Volksschule&start=1,
OEFFHALTESTOGD.14462572,14462572,POINT (16.433981990274344 48.35353333543637),Enzersfeld GrieÃŸleitenweg,Enzersfeld GrieÃŸleitenweg,853,,3,https://anachb.vor.at?P=SQ&input=Enzersfeld%20GrieÃŸleitenweg&start=1,
OEFFHALTESTOGD.14462573,14462573,POINT (16.428780796131708 48.360606737266714),Enzersfeld Gemeindeamt,Enzersfeld Gemeindeamt,853,,3,https://anachb.vor.at?P=SQ&input=Enzersfeld%20Gemeindeamt&start=1,
OEFFHALTESTOGD.14462574,14462574,POINT (16.424801196021445 48.36120363885206),Enzersfeld Kirchenplatz,Enzersfeld Kirchenplatz,"501,853",,3,https://anachb.vor.at?P=SQ&input=Enzersfeld%20Kirchenplatz&start=1,
OEFFHALTESTOGD.14462575,14462575,POINT (16.424010696102197 48.360994738696036),Enzersfeld Kirchenplatz,Enzersfeld Kirchenplatz,501,,3,https://anachb.vor.at?P=SQ&input=Enzersfeld%20Kirchenplatz&start=1,
OEFFHALTESTOGD.14462576,14462576,POINT (16.42902329389168 48.35819533754056),Enzersfeld Volksschule,Enzersfeld Volksschule,"501,853",,3,https://anachb.vor.at?P=SQ&input=Enzersfeld%20Volksschule&start=1,
OEFFHALTESTOGD.14462577,14462577,POINT (16.241904107906105 48.24946680277132),Exelberg Rotes Kreuz,Exelberg Rotes Kreuz,445,,3,https://anachb.vor.at?P=SQ&input=Exelberg%20Rotes%20Kreuz&start=1,
OEFFHALTESTOGD.14462578,14462578,POINT (16.24198500859595 48.24938900268595),Exelberg Rotes Kreuz,Exelberg Rotes Kreuz,445,,3,https://anachb.vor.at?P=SQ&input=Exelberg%20Rotes%20Kreuz&start=1,
OEFFHALTESTOGD.14462579,14462579,POINT (16.573310694078796 48.35726408589854),GroÃŸengersdorf Gemeindeamt,GroÃŸengersdorf Gemeindeamt,"530,531",,3,https://anachb.vor.at?P=SQ&input=GroÃŸengersdorf%20Gemeindeamt&start=1,
OEFFHALTESTOGD.14462580,14462580,POINT (16.573373594059458 48.35738948669856),GroÃŸengersdorf Gemeindeamt,GroÃŸengersdorf Gemeindeamt,"530,531",,3,https://anachb.vor.at?P=SQ&input=GroÃŸengersdorf%20Gemeindeamt&start=1,
OEFFHALTESTOGD.14462581,14462581,POINT (16.565396495546597 48.359389089240906),GroÃŸengersdorf WeiÃŸes Kreuz,GroÃŸengersdorf WeiÃŸes Kreuz,"530,531",,3,https://anachb.vor.at?P=SQ&input=GroÃŸengersdorf%20WeiÃŸes%20Kreuz&start=1,
OEFFHALTESTOGD.14462582,14462582,POINT (16.565441495612912 48.35947858951328),GroÃŸengersdorf WeiÃŸes Kreuz,GroÃŸengersdorf WeiÃŸes Kreuz,"530,531",,3,https://anachb.vor.at?P=SQ&input=GroÃŸengersdorf%20WeiÃŸes%20Kreuz&start=1,
OEFFHALTESTOGD.14462583,14462583,POINT (16.614956403653707 48.11690047203509),Fischamend Bahnhof,Fischamend Bahnhof,"221,222,273,SV907",,3,https://anachb.vor.at?P=SQ&input=Fischamend%20Bahnhof&start=1,
OEFFHALTESTOGD.14462584,14462584,POINT (16.60603610509182 48.11796197485748),Fischamend Kirchenweg,Fischamend Kirchenweg,221,,3,https://anachb.vor.at?P=SQ&input=Fischamend%20Kirchenweg&start=1,
OEFFHALTESTOGD.14462585,14462585,POINT (16.42595110199607 48.368759438207675),Enzersfeld Kellergasse,Enzersfeld Kellergasse,501,,3,https://anachb.vor.at?P=SQ&input=Enzersfeld%20Kellergasse&start=1,
OEFFHALTESTOGD.14462586,14462586,POINT (16.42562770232736 48.36890863810554),Enzersfeld Kellergasse,Enzersfeld Kellergasse,501,,3,https://anachb.vor.at?P=SQ&input=Enzersfeld%20Kellergasse&start=1,
OEFFHALTESTOGD.14462587,14462587,POINT (16.610698405195368 48.11892157302595),Fischamend Fischaturm,Fischamend Fischaturm,"221,222,273",,3,https://anachb.vor.at?P=SQ&input=Fischamend%20Fischaturm&start=1,
OEFFHALTESTOGD.14462588,14462588,POINT (16.610797205836878 48.11900547352325),Fischamend Fischaturm,Fischamend Fischaturm,"221,222,273",,3,https://anachb.vor.at?P=SQ&input=Fischamend%20Fischaturm&start=1,
OEFFHALTESTOGD.14462589,14462589,POINT (16.595930296195863 48.36002177847033),BockflieÃŸ Engersdorfer StraÃŸe,BockflieÃŸ Engersdorfer StraÃŸe,"530,531",,3,https://anachb.vor.at?P=SQ&input=BockflieÃŸ%20Engersdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14462590,14462590,POINT (16.59613689560997 48.36021277788147),BockflieÃŸ Engersdorfer StraÃŸe,BockflieÃŸ Engersdorfer StraÃŸe,"530,531",,3,https://anachb.vor.at?P=SQ&input=BockflieÃŸ%20Engersdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14462591,14462591,POINT (16.606629006558634 48.11986907476755),Fischamend Kleinneusiedler Str.,Fischamend Kleinneusiedler Str.,221,,3,https://anachb.vor.at?P=SQ&input=Fischamend%20Kleinneusiedler%20Str.&start=1,
OEFFHALTESTOGD.14462592,14462592,POINT (16.60649430679971 48.11986307477578),Fischamend Kleinneusiedler Str.,Fischamend Kleinneusiedler Str.,221,,3,https://anachb.vor.at?P=SQ&input=Fischamend%20Kleinneusiedler%20Str.&start=1,
OEFFHALTESTOGD.14462593,14462593,POINT (16.605083906580536 48.1204447753573),Fischamend Wiener StraÃŸe,Fischamend Wiener StraÃŸe,"221,222,273",,3,https://anachb.vor.at?P=SQ&input=Fischamend%20Wiener%20StraÃŸe&start=1,
OEFFHALTESTOGD.14462594,14462594,POINT (16.459323497237595 48.36260032673099),GroÃŸebersdorf Fasangasse,GroÃŸebersdorf Fasangasse,501,,3,https://anachb.vor.at?P=SQ&input=GroÃŸebersdorf%20(NÃ–)%20Fasangasse&start=1,
OEFFHALTESTOGD.14462595,14462595,POINT (16.459368397215687 48.36275552624041),GroÃŸebersdorf Fasangasse,GroÃŸebersdorf Fasangasse,501,,3,https://anachb.vor.at?P=SQ&input=GroÃŸebersdorf%20(NÃ–)%20Fasangasse&start=1,
OEFFHALTESTOGD.14462596,14462596,POINT (16.47085779766926 48.36325682207318),GroÃŸebersdorf Rochusgasse,GroÃŸebersdorf Rochusgasse,501,,3,https://anachb.vor.at?P=SQ&input=GroÃŸebersdorf%20(NÃ–)%20Rochusgasse&start=1,
OEFFHALTESTOGD.14462597,14462597,POINT (16.543791961809223 48.190380397149774),GroÃŸ-Enzersdorf Napoleongasse,GroÃŸ-Enzersdorf Napoleongasse,551,,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Napoleongasse&start=1,
OEFFHALTESTOGD.14462598,14462598,POINT (16.549612969791816 48.199775795021736),GroÃŸ-Enzersdorf Busbahnhof,GroÃŸ-Enzersdorf Busbahnhof,550,,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Busbahnhof&start=1,
OEFFHALTESTOGD.14462599,14462599,POINT (16.549402012210688 48.199811869936624),GroÃŸ-Enzersdorf Busbahnhof (Josef-Reither-Ring),GroÃŸ-Enzersdorf Busbahnhof (Josef-Reither-Ring),26A,,2,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Busbahnhof&start=1,
OEFFHALTESTOGD.14462600,14462600,POINT (16.54950517004337 48.19989559443751),GroÃŸ-Enzersdorf Busbahnhof,GroÃŸ-Enzersdorf Busbahnhof,551,,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Busbahnhof&start=1,
OEFFHALTESTOGD.14462601,14462601,POINT (16.5493435696403 48.20003929504611),GroÃŸ-Enzersdorf Busbahnhof,GroÃŸ-Enzersdorf Busbahnhof,552,,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Busbahnhof&start=1,
OEFFHALTESTOGD.14462602,14462602,POINT (16.54923577006186 48.20014709452467),GroÃŸ-Enzersdorf Busbahnhof,GroÃŸ-Enzersdorf Busbahnhof,553,,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Busbahnhof&start=1,
OEFFHALTESTOGD.14462603,14462603,POINT (16.545453765228885 48.19423699607181),GroÃŸ-Enzersdorf Fliedergasse,GroÃŸ-Enzersdorf Fliedergasse,551,,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Fliedergasse&start=1,
OEFFHALTESTOGD.14462604,14462604,POINT (16.54556156553986 48.19420109654574),GroÃŸ-Enzersdorf Fliedergasse,GroÃŸ-Enzersdorf Fliedergasse,551,,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Fliedergasse&start=1,
OEFFHALTESTOGD.14462605,14462605,POINT (16.549433373175393 48.20491889467889),GroÃŸ-Enzersdorf Stadtmauer,GroÃŸ-Enzersdorf Stadtmauer,"26A,550,551,552",,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Stadtmauer&start=1,
OEFFHALTESTOGD.14462606,14462606,POINT (16.549393012731738 48.20491896955384),GroÃŸ-Enzersdorf Stadtmauer,GroÃŸ-Enzersdorf Stadtmauer,"26A,550,551,552",,2,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Stadtmauer&start=1,
OEFFHALTESTOGD.14462607,14462607,POINT (16.549091973585526 48.20539789461705),GroÃŸ-Enzersdorf Stadtmauer,GroÃŸ-Enzersdorf Stadtmauer,"26A,550,551,552,553",,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Stadtmauer&start=1,
OEFFHALTESTOGD.14462608,14462608,POINT (16.549051612764654 48.20539796937272),GroÃŸ-Enzersdorf Stadtmauer,GroÃŸ-Enzersdorf Stadtmauer,"26A,550,551,552,553",,2,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Stadtmauer&start=1,
OEFFHALTESTOGD.14462609,14462609,POINT (16.5659264664866 48.19553638871325),GroÃŸ-Enzersdorf Abzw. MÃ¼hlleiten,GroÃŸ-Enzersdorf Abzw. MÃ¼hlleiten,"550,552,553",,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Abzw.%20MÃ¼hlleiten&start=1,
OEFFHALTESTOGD.14462610,14462610,POINT (16.564102866780058 48.19640468942383),GroÃŸ-Enzersdorf Abzw. MÃ¼hlleiten,GroÃŸ-Enzersdorf Abzw. MÃ¼hlleiten,"550,552,553",,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Abzw.%20MÃ¼hlleiten&start=1,
OEFFHALTESTOGD.14462611,14462611,POINT (16.61799281615712 48.258833270515446),GroÃŸhofen LandesstraÃŸe,GroÃŸhofen LandesstraÃŸe,"540,551,554",,3,https://anachb.vor.at?P=SQ&input=GroÃŸhofen%20LandesstraÃŸe&start=1,
OEFFHALTESTOGD.14462612,14462612,POINT (16.618370116604314 48.25925787041513),GroÃŸhofen LandesstraÃŸe,GroÃŸhofen LandesstraÃŸe,"540,551,554",,3,https://anachb.vor.at?P=SQ&input=GroÃŸhofen%20LandesstraÃŸe&start=1,
OEFFHALTESTOGD.14462613,14462613,POINT (16.61863961614838 48.2588750707423),GroÃŸhofen LandesstraÃŸe,GroÃŸhofen LandesstraÃŸe,554,,3,https://anachb.vor.at?P=SQ&input=GroÃŸhofen%20LandesstraÃŸe&start=1,
OEFFHALTESTOGD.14462614,14462614,POINT (16.317712850738477 48.04793377641406),Guntramsdorf Laxenburger Str.,Guntramsdorf Laxenburger Str.,263,,3,https://anachb.vor.at?P=SQ&input=Guntramsdorf%20Laxenburger%20Str.&start=1,
OEFFHALTESTOGD.14462615,14462615,POINT (16.54743906885262 48.19931479511732),GroÃŸ-Enzersdorf Volksschule,GroÃŸ-Enzersdorf Volksschule,551,,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Volksschule&start=1,
OEFFHALTESTOGD.14462616,14462616,POINT (16.54681926943879 48.199153095653976),GroÃŸ-Enzersdorf Volksschule,GroÃŸ-Enzersdorf Volksschule,551,,3,https://anachb.vor.at?P=SQ&input=GroÃŸ-Enzersdorf%20Volksschule&start=1,
OEFFHALTESTOGD.14462617,14462617,POINT (16.11276217419503 48.080220248283624),Grub Dornbacher StraÃŸe,Grub Dornbacher StraÃŸe,252,,3,https://anachb.vor.at?P=SQ&input=Grub%20im%20Wienerwald%20Dornbacher%20StraÃŸe&start=1,
